active_bins,correct_rank,ghost_mass_fraction,id,kkt,mass,matched_components,method,minority_rate_recovered,minority_support_recall,partition,r_true,rank,relative_gap,scenario,seconds,selected_penalty,snr,spectral_leakage_fraction,stationarity,success,test_clean_rmse_sigma,test_observed_rmse_sigma,unmatched_mass_fraction,w1_logD
,True,0.02033933814149687,development_018_triple,,37.085031854323006,3,RAI,True,1.0,development,3,3,,triple,1.4154662999790162,,200,0.020339338141496837,,True,0.2700824262713873,1.0324444849633987,0.0,0.0459615979870957
,True,0.000274784737419962,development_018_triple,1.253003186569793e-15,37.00938138986976,3,RAI_S,True,1.0000000000000002,development,3,3,,triple,1.5992406000150368,,200,0.00027478473741995776,3.553261729574794e-11,True,0.20734610554094396,1.0138276891337599,1.9198989798694407e-16,0.011160177789103137
,True,0.04445840033942624,development_019_weak,,26.1137188593424,2,DOME,False,0.0,development,3,3,,weak,1.2078526000259444,,200,0.015126359494093066,,True,0.265015499111772,1.0239942162459545,0.029782542286608545,0.0723923779091526
,True,0.000193173327127603,development_019_weak,1.739941231398738e-16,25.90040187140238,3,DOME_S,True,0.39682243345029,development,3,3,,weak,0.9513213000027463,,200,0.000193173327127586,8.882620599674508e-09,True,0.2258459354212636,1.0059126487233865,0.0,0.04287594589952958
,False,0.027251819829661284,development_019_weak,,25.890270213231105,2,RAI,False,0.0,development,3,2,,weak,1.749850400025025,,200,0.027251819829661326,,True,0.2869413969447723,1.0280008137855563,0.0,0.07961085894538321
,True,0.00019317332712764012,development_019_weak,1.739941231398738e-16,25.90040187140243,3,RAI_S,True,0.39682243345029,development,3,3,,weak,1.7251961000729352,,200,0.00019317332712758564,8.882620599674508e-09,True,0.22584593542125597,1.005912648723383,0.0,0.04287594589952958
,True,0.09784814641406617,development_020_close,,35.602725359633844,3,DOME,True,1.0,development,3,3,,close,0.8248270000331104,,200,0.09784814641406608,,True,0.3144210731587499,1.0077515309053084,0.0,0.12251425873470854
,True,0.0738941214276461,development_020_close,6.162546672803764e-16,35.54803943630861,3,DOME_S,True,1.0000000000000002,development,3,3,,close,0.9054845001082867,,200,0.07389412142764612,1.2874647279872346e-08,True,0.26833123056039687,0.9917783478816099,0.0,0.08856869025875228
,False,0.2377311382245535,development_020_close,,35.74895950887198,2,RAI,True,1.0,development,3,2,,close,1.7766543999314308,,200,0.23773113822455338,,True,0.6229744326790824,1.142252081784657,0.0,0.16705415307211552
,True,0.0738941214276461,development_020_close,6.162546672803764e-16,35.54803943630861,3,RAI_S,True,1.0000000000000002,development,3,3,,close,1.753775899996981,,200,0.07389412142764612,1.2874647279872346e-08,True,0.26833123056039687,0.9917783478816099,0.0,0.08856869025875228
,False,0.39554104603294865,development_021_proportional,,35.3435263658761,1,DOME,False,0.0,development,3,2,,proportional,1.3632171000353992,,200,0.0,,True,0.29643472565789747,1.0680423365139091,0.39554104603294865,0.4290303702097602
,False,0.39554102739736907,development_021_proportional,2.767217898341652e-16,35.34352640426807,1,DOME_S,False,0.0,development,3,2,,proportional,1.1320389999309555,,200,0.0,2.9831006098654837e-09,True,0.29643474821049426,1.068042337287994,0.39554102739736907,0.42903037706677866
,False,0.3955410307544697,development_021_proportional,,35.343526398509326,1,RAI,False,0.0,development,3,2,,proportional,1.5053918999619782,,200,0.0,,True,0.296434743977791,1.0680423370300907,0.3955410307544697,0.42903037583089626
